vendorID,vendorName,companyLegalName,companyPreferredName,vendorLandingPageURL,creator,schemaVersion
5442,Lanbon,Shenzhen Lanbon Hi-Tech Co. Ltd.,,,cosmos1z2x886un6xz7l322mcdqhv8atry7w76vusx20d,0
5447,Mayer & Co Beschläge GmbH,Mayer & Co Beschläge GmbH,,https://www.maco.eu,cosmos1fzwjlc0k05pqudd3c546pavyn5hwqy9kp2ny52,0
5450,"Hangzhou Sciener Smart Technology Co., Ltd.","Hangzhou Sciener Smart Technology Co., Ltd.","Hangzhou Sciener Smart Technology Co., Ltd.",https://www.sciener.com,cosmos14u7kx327yaenhk95y6t6vjkly8qh8u2qe2h0gh,0
5451,SkyAngle,"Fujian Tianyu Xinchuang Information Technology Co., Ltd.",Tianyu,,cosmos1gyjeetk0m83qlmj2cfudmxhtr63rmqua9kqgrk,0
5452,VIZO Technology Corp.,VIZO Technology Corp.,,,cosmos1k2cu3q9459l4ct8p9nrj6nma054pcxn0q3j6gc,0
5456,AvatarControls,"Shenzhen AvatarControls Co., Ltd.",AvatarControls,https://www.avatarcontrols.com/,cosmos1d3x68pndtarq8enwn9z04rmzzss4lzdcvm5emn,0
5457,Kaijet,Kaijet Technology International,,,cosmos1dwszkmcc3s0au4javvxnurfvq5wd4zn586qv9l,0
5458,DEWENWILS,"Zhengzhou Dewenwils Network Technology Co., Ltd.",,,cosmos1p95lrus0l7nzy0u8hlq46mxghmpevw5pj7znja,0
5459,SuperBrightLEDS,"Super Bright LEDS, Inc.",SuperBrightLEDS,https://www.superbrightleds.com/,cosmos1vng9gffrcxkrq0vu53r0yd64eu2xdzecrltrfu,0
5461,"MIUC Technology (Shenzhen) Co.,Ltd","MIUC Technology (Shenzhen) Co.,Ltd",,,cosmos1wphtragaksfv6xlvyyq6eek6ll6wy437vt2huv,0
5464,Ai-Thinker,"Shenzhen Ai-Thinker Technology Co., Ltd.",,,cosmos1zkdhyj5hvd5cehp6f5u7zuwzlmxk7nkah3y2xe,0
5465,tink GmbH,tink GmbH,,,cosmos1xdausdrxzr2ef4n32s7neamf3lcrd5wu0dq4m0,0
5467,MinebeaMitsumi,MinebeaMitsumi Inc.,,,cosmos1hxsgq4f6f5x0v3dkrz9239p3a55xj4r6ccwxsm,0
5468,Feierge,"Ningbo Feierge Mechanic & Electronic Technology Co., Ltd.",,,cosmos1jtr8hhumzp7lhkeaxn482y9q4e3evwhkvukvmt,0
5470,Sandstrom,Currys Sourcing Limited,Currys Sourcing Ltd.,https://www.currys.co.uk/,cosmos12zjlphsy2ule2adqw2wzqc3l79u39kdvxmdwwy,0
5472,SIXWGH,"Shenzhen Wenhui Technology Development Co., Ltd",,,cosmos1u5e9cfg5n6xv9qqssa0wngff65ur2zuqc0hppu,0
5475,StrongKey,"StrongAuth, Inc.",StrongKey,https://www.strongkey.com,cosmos1cmtylwk4mlvz4jh88rcmmw5p5cazrupa9dsxjm,0
5476,NEXTY ELECTRONICS,NEXTY ELECTRONICS CORPORATION,,,cosmos1jcjmrqyup698n96nm75frg2nqaftwpzqmgdg74,0
5478,ODELIC,"ODELIC CO., LTD.",,,cosmos1x5rhcketengryjuflxrel8jcmrhhecm0dse6yq,0
5479,"Qingdao Haier Technology Co., Ltd","Qingdao Haier Technology Co., Ltd",,,cosmos1f9jfr4ruzkqv39rxw3ad7hw4fmd66neqnl4zkz,0
5480,Econet,Econet Controls Inc,,,cosmos1tmp2xma27msa5zl7myjf3skvz9mlkk6n4zkzgp,0
5481,Feller,Feller,,,cosmos1sdncd0jwqpp895ts50zzxdj8hcmd3rg20fucsq,0
5482,xCREAS,Qierling (Beijing) Health Technology Co. ,,,cosmos1pnt35hdglrpugtefwlg4ncrxyg7zayq553k9lg,0
5483,ShinDong-A ES,"Shin Dong-A ES Co., Ltd.",SDA-ES,http://www.sda-es.co.kr,cosmos1kmcesqgt6vefr9hdwad42ztzs0xlwrpnrgw3dn,0
5484,Motionblinds,Coulisse B.V.,,https://motionblinds.com/,cosmos1yt8vchw9gjfq4pah0pz4t8g82a0mdr445y2utd,0
5490,Babai,"Guangzhou Babai Information Technology Co., LTD",,,cosmos1gjkrwqg4df0s3lg0t8jvjwnuv9l2d95gwdkwla,0
5491,SELVE,SELVE GmbH & Co. KG,SELVE,https://www.selve.de,cosmos19387q7vlqtp7m4n2x827y824u8adv4ah8fcqwn,0
5498,SMARTSPEC,Hispec Electrical Products Ltd,SMARTSPEC,https://www.hispec.co.uk,cosmos1en4nlyfxmumf32t0u2swcp870hc8lj9tsr2nxn,0
5500,L&S,"L&S Lighting Equipment (Shanghai) Co.,Ltd",,,cosmos1jf8xffur3rus6tnxt5gejvrnvfk52zzr9ydjlh,0
5502,APICAL,"Shenzhen Apical Technology Co., Ltd",APICAL,,cosmos1c27q0sxu9kelukreh5zq3exutxt4l98xfww4ku,0
5506,KEGU,"KEGU Intelligent Technology Co., LTD",,,cosmos1rfyq4kp9nxh7jhlgg3s86g9xypmlwk7kch46uj,0
5507,MAMABA,"Songjung Smart Co., Ltd.",,,cosmos1tlnh5a9c8jap8zd8f3rh30xh2numksumpj9h9x,0
5510,Megaman,"Xiamen Yankon Energetic Lighting Co., Ltd.",,,cosmos1mtfrtv06rc8qjywwrvnm7tcvvsczs0fsr0rlwl,0
5513,Warmup PLC,Warmup PLC,Warmup PLC,https://www.warmup.co.uk/,cosmos1y53r9cqhscxtwqx6ytvyj6u6f6f2j6jhgygp0m,0
5516,ZFL SMART,"Zhongshan Fanwang CO.,LTD",,,cosmos10ldr8m69gqet6y497xdqx8s6tmlugyayhxexvt,0
5522,MEAN WELL,"Mean Well Enterprises Co., Ltd.",,,cosmos146v9hgs423hcpgfj4krcuv674w2uwn4pdcrrl3,0
5525,Kotonic,Kotonic Overseas Corporation,,,cosmos140q6daj3dznp8fkpczwulchgq5c0ml0e9z4rr9,0
5526,Sensereo,Sensereo Limited,Sensereo,https://www.sensereo.com,cosmos10grpn964shxnxhv26wcmadahc5xt99l4fnulyl,0
5537,Delta Dore Rademacher,DELTA DORE RADEMACHER GmbH,,https://homepilot-smarthome.com,cosmos1x6czx8s5jpe4x5y3j9wk7ppsdfq9x9jdxh9ezg,0
5539,Intermatic,"Intermatic, Inc.",,,cosmos1wdaqlgj7dvxszkqr7kxgdkvukf9nkc8vt3pth3,0
5544,LOCKIN (U.S.) INC.,LOCKIN (U.S.) INC.,,,cosmos16y92yemfn76wuwm6p8x4frr2w8l6xf8p9z5393,0
5548,SWAN Lite,"SWAN Lite Manufacturing Co.,LTD",,,cosmos1wzshgdvna5jcfmlahgzpqu99pxwn4hqlx7fvgu,0
5549,AnablepSecurity,Steadfast Technology LLC,,https://anablepsecurity.com/,cosmos10dcjlkfxxyraygy4y7an5l03tl8ytah2hsuug6,0
5551,Corston Architectural Detail,Corston Architectural Detail,Corston,https://www.corston.com,cosmos15j8lkzs5k326vknu9mzsna9w6rklcj6f0ve2m6,0
5553,"GuangZhou INSIIDA ELECTRICAL TECHNOLOGY CO.,LTD","INSIIDA ELECTRICAL TECHNOLOGY CO.,LTD","INSIIDA ELECTRICAL TECHNOLOGY CO.,LTD",,cosmos10gx88ey3dmxqt5w3pmaq8n78zpatjpcuz9zrqn,0
5555,MiBoxer,"FUTLIGHT OPTOELECTRONICS CO.,LIMITED",,,cosmos1pqxsp2ms8ere5sttchdjh9xr5mf9s4rmleuhyp,0
5570,Conex,"Shenzhen Conex Intelligent Technology Co., Ltd.",,,cosmos133mzwtyw4nhe95dgt24waga9lvmy7z4mtydk4w,0
5575,"Homewell Technology Co., Ltd. ","Homewell Technology Co., Ltd. ",,,cosmos1x0uzajy0wr7uvk9cx77srfwxsnkvj8svpmtucy,0
24582,Google LLC,Google LLC,,,cosmos1kelvhh6cy2vmaj5zczxj52k4nys2w4e2u3awvq,0
